neighborhood_id,date,total_kwh
2,2025-10-30,6731.24
2,2025-10-31,7635.86
2,2025-11-01,7943.06
2,2025-11-02,8382.7
2,2025-11-03,7831.18
2,2025-11-04,6914.99
2,2025-11-05,7860.71
2,2025-11-06,7131.03
2,2025-11-07,7117.25
2,2025-11-08,6986.43
2,2025-11-09,6663.96
2,2025-11-10,7534.77
2,2025-11-11,8634.8
2,2025-11-12,9381.35
2,2025-11-13,7608.66
2,2025-11-14,8698.28
2,2025-11-15,7778.24
2,2025-11-16,6996.62
2,2025-11-17,8544.78
2,2025-11-18,8274.04
2,2025-11-19,9338.08
2,2025-11-20,7179.03
2,2025-11-21,10053.37
2,2025-11-22,9298.3
2,2025-11-23,8268.96
2,2025-11-24,8115.47
2,2025-11-25,7869.77
2,2025-11-26,8455.53
2,2025-11-27,8292.66
2,2025-11-28,8798.87
2,2025-11-29,8287.0
2,2025-11-30,9487.36
2,2025-12-01,8644.39
2,2025-12-02,8418.69
2,2025-12-03,9339.5
2,2025-12-04,7544.08
2,2025-12-05,8944.46
2,2025-12-06,8762.71
2,2025-12-07,7791.7
2,2025-12-08,7615.79
2,2025-12-09,9576.47
2,2025-12-10,9584.85
2,2025-12-11,9062.13
2,2025-12-12,10211.35
2,2025-12-13,9336.31
2,2025-12-14,9963.93
2,2025-12-15,9404.5
2,2025-12-16,8937.4
2,2025-12-17,8403.13
2,2025-12-18,8775.53
2,2025-12-19,9071.21
2,2025-12-20,10317.45
2,2025-12-21,9919.87
2,2025-12-22,9633.86
2,2025-12-23,10083.62
2,2025-12-24,9868.73
2,2025-12-25,9710.37
2,2025-12-26,8407.66
2,2025-12-27,10469.42
2,2025-12-28,9283.58
2,2025-12-29,10522.1
2,2025-12-30,10643.11
2,2025-12-31,9240.19
3,2025-01-01,5304.52
3,2025-01-02,5695.9
3,2025-01-03,5585.37
3,2025-01-04,5103.29
3,2025-01-05,5550.12
3,2025-01-06,5731.41
3,2025-01-07,5576.99
3,2025-01-08,5024.53
3,2025-01-09,6421.91
3,2025-01-10,5715.61
3,2025-01-11,5336.85
3,2025-01-12,6464.06
3,2025-01-13,6028.95
3,2025-01-14,5214.34
3,2025-01-15,5307.15
3,2025-01-16,5710.4
3,2025-01-17,5975.34
3,2025-01-18,6151.02
3,2025-01-19,6328.64
3,2025-01-20,6158.74
3,2025-01-21,6564.58
3,2025-01-22,6008.5
3,2025-01-23,5607.29
3,2025-01-24,5990.26
3,2025-01-25,5980.31
3,2025-01-26,4790.2
3,2025-01-27,5784.26
3,2025-01-28,6230.11
3,2025-01-29,5891.32
3,2025-01-30,5802.69
3,2025-01-31,6587.22
3,2025-02-01,5708.26
3,2025-02-02,6531.9
3,2025-02-03,5538.96
3,2025-02-04,7593.42
3,2025-02-05,6131.56
3,2025-02-06,6096.62
3,2025-02-07,6851.55
3,2025-02-08,6085.38
3,2025-02-09,7049.84
3,2025-02-10,6521.38
3,2025-02-11,6290.99
3,2025-02-12,6254.27
3,2025-02-13,7003.39
3,2025-02-14,6521.72
3,2025-02-15,6642.64
3,2025-02-16,6715.86
3,2025-02-17,6522.27
3,2025-02-18,6738.79
3,2025-02-19,6424.11
3,2025-02-20,6475.09
3,2025-02-21,5932.78
3,2025-02-22,6686.61
3,2025-02-23,5645.15
3,2025-02-24,6708.62
3,2025-02-25,6426.14
3,2025-02-26,6784.7
3,2025-02-27,6046.71
3,2025-02-28,5492.15
3,2025-03-01,6440.03
3,2025-03-02,6082.8
3,2025-03-03,5702.84
3,2025-03-04,7070.92
3,2025-03-05,7527.59
3,2025-03-06,6257.5
3,2025-03-07,6653.5
3,2025-03-08,6539.09
3,2025-03-09,6359.98
3,2025-03-10,7080.23
3,2025-03-11,7276.25
3,2025-03-12,6272.4
3,2025-03-13,6773.2
3,2025-03-14,7451.23
3,2025-03-15,7137.2
3,2025-03-16,7225.2
3,2025-03-17,7519.88
3,2025-03-18,7519.74
3,2025-03-19,7349.09
3,2025-03-20,6874.62
3,2025-03-21,6592.84
3,2025-03-22,6862.0
3,2025-03-23,6518.85
3,2025-03-24,5749.59
3,2025-03-25,6665.01
3,2025-03-26,7015.66
3,2025-03-27,6502.73
3,2025-03-28,6720.36
3,2025-03-29,6743.41
3,2025-03-30,7570.35
3,2025-03-31,6633.78
3,2025-04-01,7572.25
3,2025-04-02,5348.83
3,2025-04-03,7567.67
3,2025-04-04,7539.55
3,2025-04-05,7322.64
3,2025-04-06,5729.31
3,2025-04-07,7383.08
3,2025-04-08,6797.15
3,2025-04-09,5441.58
3,2025-04-10,7527.25
3,2025-04-11,7603.18
3,2025-04-12,5774.12
3,2025-04-13,6903.42
3,2025-04-14,7559.12
3,2025-04-15,7467.48
3,2025-04-16,7247.47
3,2025-04-17,5349.96
3,2025-04-18,7177.07
3,2025-04-19,6656.59
3,2025-04-20,7307.11
3,2025-04-21,6899.2
3,2025-04-22,6742.26
3,2025-04-23,7090.8
3,2025-04-24,6643.91
3,2025-04-25,6714.7
3,2025-04-26,6420.18
3,2025-04-27,5847.4
3,2025-04-28,7003.49
3,2025-04-29,6257.58
3,2025-04-30,6570.99
3,2025-05-01,6820.34
3,2025-05-02,5545.6
3,2025-05-03,5654.84
3,2025-05-04,6473.14
3,2025-05-05,6860.5
3,2025-05-06,7000.31
3,2025-05-07,5754.52
3,2025-05-08,6915.7
3,2025-05-09,6438.06
3,2025-05-10,6089.77
3,2025-05-11,6199.11
3,2025-05-12,6942.12
3,2025-05-13,6651.29
3,2025-05-14,6519.42
3,2025-05-15,6603.83
3,2025-05-16,6941.48
3,2025-05-17,6395.41
3,2025-05-18,6456.9
3,2025-05-19,6996.0
3,2025-05-20,6225.42
3,2025-05-21,6693.08
3,2025-05-22,6103.78
3,2025-05-23,6131.16
3,2025-05-24,6271.36
3,2025-05-25,6565.52
3,2025-05-26,6887.54
3,2025-05-27,6316.43
3,2025-05-28,5499.09
3,2025-05-29,6544.18
3,2025-05-30,7428.94
3,2025-05-31,6243.88
3,2025-06-01,5326.58
3,2025-06-02,6233.25
3,2025-06-03,6127.85
3,2025-06-04,6066.11
3,2025-06-05,6548.28
3,2025-06-06,6735.76
3,2025-06-07,6376.23
3,2025-06-08,5960.11
3,2025-06-09,6543.27
3,2025-06-10,5266.23
3,2025-06-11,5617.78
3,2025-06-12,5649.97
3,2025-06-13,5900.37
3,2025-06-14,6131.63
3,2025-06-15,5776.08
3,2025-06-16,5423.96
3,2025-06-17,6279.49
3,2025-06-18,5693.16
3,2025-06-19,5826.84
3,2025-06-20,6010.47
3,2025-06-21,5751.5
3,2025-06-22,5730.33
3,2025-06-23,6156.25
3,2025-06-24,5732.75
3,2025-06-25,6030.22
3,2025-06-26,5862.29
3,2025-06-27,6496.74
3,2025-06-28,5753.15
3,2025-06-29,5830.35
3,2025-06-30,6010.56
3,2025-07-01,5528.23
3,2025-07-02,5197.25
3,2025-07-03,5246.35
3,2025-07-04,5227.92
3,2025-07-05,4995.17
3,2025-07-06,5519.55
3,2025-07-07,5089.34
3,2025-07-08,5418.98
3,2025-07-09,5244.97
3,2025-07-10,5271.45
3,2025-07-11,5500.01
3,2025-07-12,5015.25
3,2025-07-13,5486.13
3,2025-07-14,5847.79
3,2025-07-15,5315.24
3,2025-07-16,4828.07
3,2025-07-17,4875.19
3,2025-07-18,5003.35
3,2025-07-19,4840.24
3,2025-07-20,4658.38
3,2025-07-21,5099.4
3,2025-07-22,4926.17
3,2025-07-23,5068.55
3,2025-07-24,5442.56
3,2025-07-25,4855.35
3,2025-07-26,4459.96
3,2025-07-27,4749.14
3,2025-07-28,5185.35
3,2025-07-29,5126.4
3,2025-07-30,5042.99
3,2025-07-31,4580.3
3,2025-08-01,5089.36
3,2025-08-02,5153.72
3,2025-08-03,4495.09
3,2025-08-04,4724.09
3,2025-08-05,5482.94
3,2025-08-06,4422.21
3,2025-08-07,4042.52
3,2025-08-08,5177.66
3,2025-08-09,5065.18
3,2025-08-10,4455.28
3,2025-08-11,4564.29
3,2025-08-12,4138.18
3,2025-08-13,4602.38
3,2025-08-14,4976.83
3,2025-08-15,4338.01
3,2025-08-16,4834.78
3,2025-08-17,4667.94
3,2025-08-18,4691.74
3,2025-08-19,4295.09
3,2025-08-20,4325.96
3,2025-08-21,3781.16
3,2025-08-22,4220.87
3,2025-08-23,4816.42
3,2025-08-24,4065.08
3,2025-08-25,4103.94
3,2025-08-26,4586.57
3,2025-08-27,4489.52
3,2025-08-28,4575.26
3,2025-08-29,3920.61
3,2025-08-30,5194.27
3,2025-08-31,3879.75
3,2025-09-01,4338.59
3,2025-09-02,4219.75
3,2025-09-03,3857.99
3,2025-09-04,4125.74
3,2025-09-05,4248.94
3,2025-09-06,4010.77
3,2025-09-07,4537.33
3,2025-09-08,4156.87
3,2025-09-09,3751.26
3,2025-09-10,3714.95
3,2025-09-11,4387.9
3,2025-09-12,3680.11
3,2025-09-13,4274.81
3,2025-09-14,4310.06
3,2025-09-15,3824.26
3,2025-09-16,4444.26
3,2025-09-17,3573.25
3,2025-09-18,4234.93
3,2025-09-19,4117.99
3,2025-09-20,4087.29
3,2025-09-21,3733.62
3,2025-09-22,3809.23
3,2025-09-23,4647.0
3,2025-09-24,4510.49
